,date,time,ticket_number,article,Quantity,unit_price,retour
685,2021*01*02,13:25,150213.0,GAL POMME 4P,1.0,"8,00 €",False
688,2021*01*02,13:28,150214.0,BOULE 200G,1.0,"1,10 €",False
689,2021*01*02,13:28,150214.0,SEIGLE,1.0,"1,80 €",False
692,2021*01*02,13:30,150215.0,DEMI BAGUETTE,1.0,"0,45 €",False
695,2021*01*02,13:33,150216.0,COUPE,1.0,"0,15 €",False
696,2021*01*02,13:33,150216.0,BOULE 200G,1.0,"1,10 €",False
699,2021*01*02,13:36,150217.0,BOULE 400G,1.0,"1,50 €",False
702,2021*01*02,13:39,150218.0,COUPE,1.0,"0,15 €",False
703,2021*01*02,13:39,150218.0,CAMPAGNE,1.0,"1,80 €",False
706,2021*01*02,13:40,150219.0,GAL FRANGIPANE 6P,1.0,"12,00 €",False
707,2021*01*02,13:40,150219.0,PAIN AU CHOCOLAT,3.0,"1,20 €",False
708,2021*01*02,13:40,150219.0,CROISSANT,1.0,"1,10 €",False
709,2021*01*02,13:40,150219.0,QUIM BREAD,2.0,"1,00 €",False
712,2021*01*02,13:41,150220.0,COUPE,1.0,"0,15 €",False
713,2021*01*02,13:41,150220.0,CAMPAGNE,1.0,"1,80 €",False
716,2021*01*02,13:42,150221.0,COMPLET,1.0,"1,50 €",False
719,2021*01*02,13:44,150222.0,VIK BREAD,1.0,"2,50 €",False
720,2021*01*02,13:44,150222.0,COUPE,1.0,"0,15 €",False
721,2021*01*02,13:44,150222.0,COMPLET,1.0,"1,50 €",False
722,2021*01*02,13:44,150222.0,COUPE,1.0,"0,15 €",False
725,2021*01*02,13:49,150223.0,PAIN,1.0,"1,15 €",False
728,2021*01*02,13:55,150224.0,CAMPAGNE,1.0,"1,80 €",False
729,2021*01*02,13:55,150224.0,BOULE 400G,1.0,"1,50 €",False
730,2021*01*02,13:55,150224.0,COUPE,1.0,"0,15 €",False
731,2021*01*02,13:55,150224.0,COUPE,1.0,"0,15 €",False
734,2021*01*02,14:00,150225.0,COMPLET,1.0,"1,50 €",False
739,2021*01*03,08:48,150227.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
740,2021*01*03,08:48,150227.0,BANETTE,1.0,"1,05 €",False
743,2021*01*03,08:58,150228.0,DEMI BAGUETTE,1.0,"0,45 €",False
746,2021*01*03,09:00,150229.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
749,2021*01*03,09:17,150230.0,TRADITIONAL BAGUETTE,6.0,"1,20 €",False
750,2021*01*03,09:17,150230.0,BRIOCHE,1.0,"5,00 €",False
753,2021*01*03,09:18,150231.0,CROISSANT,2.0,"1,10 €",False
754,2021*01*03,09:18,150231.0,PAIN AU CHOCOLAT,10.0,"1,20 €",False
757,2021*01*03,09:19,150232.0,GAL FRANGIPANE 4P,1.0,"8,00 €",False
758,2021*01*03,09:19,150232.0,VIK BREAD,1.0,"2,50 €",False
759,2021*01*03,09:19,150232.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
760,2021*01*03,09:19,150232.0,PAIN AU CHOCOLAT,3.0,"1,20 €",False
761,2021*01*03,09:19,150232.0,BAGUETTE,1.0,"0,90 €",False
764,2021*01*03,09:23,150233.0,BANETTE,1.0,"1,05 €",False
767,2021*01*03,09:28,150234.0,BOULE 400G,1.0,"1,50 €",False
768,2021*01*03,09:28,150234.0,GAL FRANGIPANE 4P,1.0,"8,00 €",False
771,2021*01*03,09:29,150235.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
772,2021*01*03,09:29,150235.0,COOKIE,1.0,"1,00 €",False
775,2021*01*03,09:33,150236.0,KOUIGN AMANN,2.0,"2,10 €",False
776,2021*01*03,09:33,150236.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
777,2021*01*03,09:33,150236.0,CROISSANT,2.0,"1,10 €",False
778,2021*01*03,09:33,150236.0,COOKIE,1.0,"1,00 €",False
779,2021*01*03,09:33,150236.0,GD KOUIGN AMANN,2.0,"7,50 €",False
782,2021*01*03,09:33,150237.0,CROISSANT,2.0,"1,10 €",False
783,2021*01*03,09:33,150237.0,BANETTINE,1.0,"0,60 €",False
786,2021*01*03,09:34,150238.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
789,2021*01*03,09:37,150239.0,CROISSANT,4.0,"1,10 €",False
790,2021*01*03,09:37,150239.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
791,2021*01*03,09:37,150239.0,PAIN AU CHOCOLAT,4.0,"1,20 €",False
794,2021*01*03,09:38,150240.0,CROISSANT,2.0,"1,10 €",False
795,2021*01*03,09:38,150240.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
796,2021*01*03,09:38,150240.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
799,2021*01*03,09:39,150241.0,TRADITIONAL BAGUETTE,5.0,"1,20 €",False
802,2021*01*03,09:40,150242.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
805,2021*01*03,09:42,150243.0,BAGUETTE,3.0,"0,90 €",False
808,2021*01*03,09:50,150244.0,CHAUSSON AUX POMMES,2.0,"1,40 €",False
809,2021*01*03,09:50,150244.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
812,2021*01*03,09:51,150245.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
813,2021*01*03,09:51,150245.0,CROISSANT,1.0,"1,10 €",False
814,2021*01*03,09:51,150245.0,PAIN AUX RAISINS,1.0,"1,40 €",False
815,2021*01*03,09:51,150245.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
818,2021*01*03,09:52,150246.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
821,2021*01*03,09:53,150247.0,GAL FRANGIPANE 4P,1.0,"8,00 €",False
822,2021*01*03,09:53,150247.0,BANETTINE,1.0,"0,60 €",False
825,2021*01*03,09:58,150248.0,CROISSANT,2.0,"1,10 €",False
826,2021*01*03,09:58,150248.0,BAGUETTE,1.0,"0,90 €",False
829,2021*01*03,09:59,150249.0,COUPE,1.0,"0,15 €",False
830,2021*01*03,09:59,150249.0,VIK BREAD,1.0,"2,50 €",False
831,2021*01*03,09:59,150249.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
832,2021*01*03,09:59,150249.0,GAL FRANGIPANE 4P,1.0,"8,00 €",False
835,2021*01*03,10:04,150250.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
836,2021*01*03,10:04,150250.0,FICELLE,1.0,"0,60 €",False
837,2021*01*03,10:04,150250.0,PAIN AU CHOCOLAT,1.0,"1,20 €",False
838,2021*01*03,10:04,150250.0,CROISSANT,1.0,"1,10 €",False
841,2021*01*03,10:15,150251.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
844,2021*01*03,10:24,150252.0,CROISSANT,6.0,"1,10 €",False
845,2021*01*03,10:24,150252.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
848,2021*01*03,10:24,150253.0,BANETTE,2.0,"1,05 €",False
851,2021*01*03,10:25,150254.0,BANETTE,1.0,"1,05 €",False
852,2021*01*03,10:25,150254.0,GAL FRANGIPANE 4P,1.0,"8,00 €",False
855,2021*01*03,10:26,150255.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
858,2021*01*03,10:27,150256.0,BRIOCHE,1.0,"5,00 €",False
859,2021*01*03,10:27,150256.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
862,2021*01*03,10:27,150257.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
865,2021*01*03,10:31,150258.0,COUPE,1.0,"0,15 €",False
866,2021*01*03,10:31,150258.0,CROISSANT,2.0,"1,10 €",False
867,2021*01*03,10:31,150258.0,BOULE 400G,1.0,"1,50 €",False
868,2021*01*03,10:31,150258.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
869,2021*01*03,10:31,150258.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
872,2021*01*03,10:31,150259.0,BAGUETTE,1.0,"0,90 €",False
875,2021*01*03,10:32,150260.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
876,2021*01*03,10:32,150260.0,GAL FRANGIPANE 6P,1.0,"12,00 €",False
879,2021*01*03,10:38,150261.0,CHAUSSON AUX POMMES,1.0,"1,40 €",False
880,2021*01*03,10:38,150261.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
881,2021*01*03,10:38,150261.0,KOUIGN AMANN,1.0,"2,10 €",False
884,2021*01*03,10:38,150262.0,CROISSANT,4.0,"1,10 €",False
885,2021*01*03,10:38,150262.0,BAGUETTE,1.0,"0,90 €",False
886,2021*01*03,10:38,150262.0,PAIN AU CHOCOLAT,4.0,"1,20 €",False
889,2021*01*03,10:40,150263.0,BOULE 200G,1.0,"1,10 €",False
890,2021*01*03,10:40,150263.0,CROISSANT,3.0,"1,10 €",False
891,2021*01*03,10:40,150263.0,COUPE,1.0,"0,15 €",False
892,2021*01*03,10:40,150263.0,BAGUETTE,1.0,"0,90 €",False
895,2021*01*03,10:41,150264.0,BAGUETTE,1.0,"0,90 €",150265.0
898,2021*01*03,10:41,150265.0,BAGUETTE,-1.0,"0,90 €",True
901,2021*01*03,10:41,150266.0,BAGUETTE,1.0,"0,90 €",False
904,2021*01*03,10:42,150267.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
907,2021*01*03,10:43,150268.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
910,2021*01*03,10:43,150269.0,BANETTINE,1.0,"0,60 €",False
913,2021*01*03,10:43,150270.0,BAGUETTE GRAINE,2.0,"1,30 €",False
916,2021*01*03,10:45,150271.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
917,2021*01*03,10:45,150271.0,BAGUETTE,2.0,"0,90 €",False
920,2021*01*03,10:49,150272.0,FICELLE,1.0,"0,60 €",False
921,2021*01*03,10:49,150272.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
924,2021*01*03,10:51,150273.0,COUPE,1.0,"0,15 €",False
925,2021*01*03,10:51,150273.0,CAMPAGNE,1.0,"1,80 €",False
928,2021*01*03,10:52,150274.0,BRIOCHE,1.0,"5,00 €",False
931,2021*01*03,10:52,150275.0,BOULE 400G,1.0,"1,50 €",False
934,2021*01*03,10:53,150276.0,BAGUETTE,1.0,"0,90 €",False
935,2021*01*03,10:53,150276.0,DEMI BAGUETTE,1.0,"0,45 €",False
936,2021*01*03,10:53,150276.0,QUIM BREAD,1.0,"1,00 €",False
939,2021*01*03,10:55,150277.0,GAL POMME 4P,1.0,"8,00 €",False
942,2021*01*03,10:56,150278.0,PAIN AU CHOCOLAT,4.0,"1,20 €",False
943,2021*01*03,10:56,150278.0,CEREAL BAGUETTE,2.0,"1,25 €",False
944,2021*01*03,10:56,150278.0,CROISSANT,4.0,"1,10 €",False
947,2021*01*03,10:56,150279.0,BAGUETTE,1.0,"0,90 €",False
950,2021*01*03,10:57,150280.0,BANETTE,1.0,"1,05 €",False
953,2021*01*03,10:58,150281.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
956,2021*01*03,11:01,150282.0,BANETTE,1.0,"1,05 €",False
959,2021*01*03,11:04,150283.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
962,2021*01*03,11:05,150284.0,COUPE,1.0,"0,15 €",False
963,2021*01*03,11:05,150284.0,BOULE 200G,1.0,"1,10 €",False
966,2021*01*03,11:07,150285.0,CROISSANT,3.0,"1,10 €",False
967,2021*01*03,11:07,150285.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
970,2021*01*03,11:08,150286.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
973,2021*01*03,11:09,150287.0,GAL FRANGIPANE 6P,1.0,"12,00 €",False
974,2021*01*03,11:09,150287.0,BAGUETTE,1.0,"0,90 €",False
977,2021*01*03,11:11,150288.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
980,2021*01*03,11:14,150289.0,BAGUETTE,1.0,"0,90 €",False
983,2021*01*03,11:15,150290.0,CROISSANT,1.0,"1,10 €",False
984,2021*01*03,11:15,150290.0,CEREAL BAGUETTE,2.0,"1,25 €",False
987,2021*01*03,11:16,150291.0,DIVERS CONFISERIE,1.0,"3,00 €",False
988,2021*01*03,11:16,150291.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
991,2021*01*03,11:17,150292.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
994,2021*01*03,11:18,150293.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
995,2021*01*03,11:18,150293.0,COUPE,1.0,"0,15 €",False
996,2021*01*03,11:18,150293.0,BOULE 400G,1.0,"1,50 €",False
999,2021*01*03,11:19,150294.0,QUIM BREAD,1.0,"1,00 €",False
1000,2021*01*03,11:19,150294.0,BANETTE,1.0,"1,05 €",False
1001,2021*01*03,11:19,150294.0,CROISSANT,1.0,"1,10 €",False
1004,2021*01*03,11:22,150295.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1007,2021*01*03,11:23,150296.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1010,2021*01*03,11:24,150297.0,GAL FRANGIPANE 4P,1.0,"8,00 €",False
1013,2021*01*03,11:24,150298.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1016,2021*01*03,11:25,150299.0,GAL FRANGIPANE 4P,1.0,"8,00 €",False
1017,2021*01*03,11:25,150299.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1020,2021*01*03,11:26,150300.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
1021,2021*01*03,11:26,150300.0,PAIN AU CHOCOLAT,4.0,"1,20 €",False
1024,2021*01*03,11:27,150301.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1025,2021*01*03,11:27,150301.0,GAL POMME 4P,1.0,"8,00 €",False
1028,2021*01*03,11:28,150302.0,GAL FRANGIPANE 6P,1.0,"12,00 €",False
1029,2021*01*03,11:28,150302.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
1032,2021*01*03,11:29,150303.0,BAGUETTE GRAINE,1.0,"1,30 €",False
1035,2021*01*03,11:30,150304.0,COUPE,2.0,"0,15 €",False
1036,2021*01*03,11:30,150304.0,CAMPAGNE,2.0,"1,80 €",False
1039,2021*01*03,11:30,150305.0,PAIN AU CHOCOLAT,2.0,"1,20 €",False
1040,2021*01*03,11:30,150305.0,CROISSANT,4.0,"1,10 €",False
1043,2021*01*03,11:31,150306.0,GAL FRANGIPANE 6P,1.0,"12,00 €",False
1044,2021*01*03,11:31,150306.0,CROISSANT,2.0,"1,10 €",False
1045,2021*01*03,11:31,150306.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1048,2021*01*03,11:32,150307.0,BANETTE,1.0,"1,05 €",False
1051,2021*01*03,11:33,150308.0,GAL FRANGIPANE 6P,1.0,"12,00 €",False
1052,2021*01*03,11:33,150308.0,FICELLE,1.0,"0,60 €",False
1055,2021*01*03,11:35,150309.0,GAL POMME 6P,1.0,"12,00 €",False
1058,2021*01*03,11:36,150310.0,BAGUETTE,1.0,"0,90 €",False
1061,2021*01*03,11:36,150311.0,GD KOUIGN AMANN,1.0,"7,50 €",False
1062,2021*01*03,11:36,150311.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
1065,2021*01*03,11:37,150312.0,BAGUETTE,1.0,"0,90 €",False
1068,2021*01*03,11:38,150313.0,GAL POMME 4P,1.0,"8,00 €",False
1071,2021*01*03,11:39,150314.0,CROISSANT,4.0,"1,10 €",False
1072,2021*01*03,11:39,150314.0,CEREAL BAGUETTE,1.0,"1,25 €",False
1075,2021*01*03,11:39,150315.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
1078,2021*01*03,11:40,150316.0,CROISSANT,2.0,"1,10 €",False
1079,2021*01*03,11:40,150316.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
1082,2021*01*03,11:41,150317.0,PAIN,2.0,"1,15 €",False
1085,2021*01*03,11:41,150318.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
1088,2021*01*03,11:42,150319.0,BANETTE,5.0,"1,05 €",False
1091,2021*01*03,11:42,150320.0,PAIN,1.0,"1,15 €",False
1094,2021*01*03,11:43,150321.0,COUPE,1.0,"0,15 €",False
1095,2021*01*03,11:43,150321.0,BOULE 400G,1.0,"1,50 €",False
1096,2021*01*03,11:43,150321.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1099,2021*01*03,11:44,150322.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
1102,2021*01*03,11:45,150323.0,CROISSANT,4.0,"1,10 €",False
1103,2021*01*03,11:45,150323.0,BAGUETTE,1.0,"0,90 €",False
1106,2021*01*03,11:45,150324.0,BANETTE,1.0,"1,05 €",False
1109,2021*01*03,11:46,150325.0,CEREAL BAGUETTE,2.0,"1,25 €",False
1112,2021*01*03,11:46,150326.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
1115,2021*01*03,11:47,150327.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
1118,2021*01*03,11:47,150328.0,BAGUETTE,1.0,"0,90 €",False
1121,2021*01*03,11:49,150329.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1124,2021*01*03,11:51,150330.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
1127,2021*01*03,11:53,150331.0,CEREAL BAGUETTE,2.0,"1,25 €",False
1130,2021*01*03,11:54,150332.0,VIK BREAD,1.0,"2,50 €",False
1131,2021*01*03,11:54,150332.0,BANETTE,1.0,"1,05 €",False
1134,2021*01*03,11:55,150333.0,COUPE,1.0,"0,15 €",False
1135,2021*01*03,11:55,150333.0,GAL POMME 4P,1.0,"8,00 €",False
1136,2021*01*03,11:55,150333.0,VIK BREAD,1.0,"2,50 €",False
1139,2021*01*03,11:57,150334.0,COUPE,1.0,"0,15 €",False
1140,2021*01*03,11:57,150334.0,CEREAL BAGUETTE,1.0,"1,25 €",False
1141,2021*01*03,11:57,150334.0,COMPLET,1.0,"1,50 €",False
1144,2021*01*03,11:58,150335.0,CAMPAGNE,1.0,"1,80 €",False
1147,2021*01*03,11:58,150336.0,BANETTE,1.0,"1,05 €",False
1150,2021*01*03,11:59,150337.0,BANETTE,2.0,"1,05 €",False
1153,2021*01*03,12:00,150338.0,GAL FRANGIPANE 6P,1.0,"12,00 €",False
1156,2021*01*03,12:00,150339.0,BANETTE,3.0,"1,05 €",False
1159,2021*01*03,12:02,150340.0,BOULE POLKA,2.0,"1,60 €",False
1160,2021*01*03,12:02,150340.0,COUPE,2.0,"0,15 €",False
1163,2021*01*03,12:02,150341.0,BAGUETTE,1.0,"0,90 €",False
1166,2021*01*03,12:04,150342.0,COUPE,1.0,"0,15 €",False
1167,2021*01*03,12:04,150342.0,BANETTE,2.0,"1,05 €",False
1168,2021*01*03,12:04,150342.0,BOULE 400G,1.0,"1,50 €",False
1169,2021*01*03,12:04,150342.0,GAL POMME 4P,2.0,"8,00 €",False
1172,2021*01*03,12:05,150343.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
1173,2021*01*03,12:05,150343.0,GAL FRANGIPANE 6P,1.0,"12,00 €",False
1176,2021*01*03,12:05,150344.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1179,2021*01*03,12:06,150345.0,SPECIAL BREAD,1.0,"2,40 €",False
1180,2021*01*03,12:06,150345.0,COUPE,1.0,"0,15 €",False
1183,2021*01*03,12:07,150346.0,BOULE 400G,1.0,"1,50 €",False
1184,2021*01*03,12:07,150346.0,COUPE,1.0,"0,15 €",False
1187,2021*01*03,12:07,150347.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
1188,2021*01*03,12:07,150347.0,DIVERS VIENNOISERIE,1.0,"4,00 €",False
1191,2021*01*03,12:09,150348.0,COUPE,1.0,"0,15 €",False
1192,2021*01*03,12:09,150348.0,GAL POMME 4P,1.0,"8,00 €",False
1193,2021*01*03,12:09,150348.0,SUCETTE,4.0,"0,30 €",False
1194,2021*01*03,12:09,150348.0,COMPLET,1.0,"1,50 €",False
1195,2021*01*03,12:09,150348.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1198,2021*01*03,12:10,150349.0,COMPLET,1.0,"1,50 €",False
1199,2021*01*03,12:10,150349.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1200,2021*01*03,12:10,150349.0,BANETTINE,1.0,"0,60 €",False
1203,2021*01*03,12:10,150350.0,PAIN BANETTE,1.0,"1,40 €",False
1206,2021*01*03,12:10,150351.0,BANETTINE,1.0,"0,60 €",False
1207,2021*01*03,12:10,150351.0,COUPE,1.0,"0,15 €",False
1208,2021*01*03,12:10,150351.0,BOULE 400G,1.0,"1,50 €",False
1211,2021*01*03,12:11,150352.0,BANETTE,3.0,"1,05 €",False
1214,2021*01*03,12:11,150353.0,SPECIAL BREAD,1.0,"2,40 €",False
1217,2021*01*03,12:12,150354.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
1218,2021*01*03,12:12,150354.0,DIVERS VIENNOISERIE,1.0,"4,00 €",False
1221,2021*01*03,12:12,150355.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1224,2021*01*03,12:13,150356.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1225,2021*01*03,12:13,150356.0,GAL POMME 4P,1.0,"8,00 €",False
1228,2021*01*03,12:14,150357.0,GAL POMME 4P,1.0,"8,00 €",False
1231,2021*01*03,12:15,150358.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1234,2021*01*03,12:18,150359.0,COUPE,1.0,"0,15 €",False
1235,2021*01*03,12:18,150359.0,TRADITIONAL BAGUETTE,1.0,"1,20 $",False
1236,2021*01*03,12:18,150359.0,BOULE 400G,1.0,"1,50 €",False
1239,2021*01*03,12:19,150360.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1242,2021*01*03,12:20,150361.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1245,2021*01*03,12:20,150362.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
1248,2021*01*03,12:21,150363.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1249,2021*01*03,12:21,150363.0,COUPE,1.0,"0,15 €",False
1250,2021*01*03,12:21,150363.0,VIK BREAD,1.0,"2,50 €",False
1253,2021*01*03,12:22,150364.0,CAMPAGNE,1.0,"1,80 €",False
1254,2021*01*03,12:22,150364.0,COUPE,1.0,"0,15 €",False
1255,2021*01*03,12:22,150364.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1258,2021*01*03,12:23,150365.0,DIVERS VIENNOISERIE,1.0,"4,00 €",False
1261,2021*01*03,12:23,150366.0,SPECIAL BREAD,1.0,"2,40 €",False
1264,2021*01*03,12:24,150367.0,FICELLE,1.0,"0,60 €",False
1267,2021*01*03,12:24,150368.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1270,2021*01*03,12:25,150369.0,MOISSON,1.0,"2,00 €",False
1271,2021*01*03,12:25,150369.0,COUPE,1.0,"0,15 €",False
1274,2021*01*03,12:25,150370.0,DEMI BAGUETTE,1.0,"0,45 €",False
1275,2021*01*03,12:25,150370.0,BAGUETTE,1.0,"0,90 €",False
1278,2021*01*03,12:26,150371.0,BAGUETTE,1.0,"0,90 €",False
1279,2021*01*03,12:26,150371.0,GAL POMME 6P,1.0,"12,00 €",False
1282,2021*01*03,12:27,150372.0,GAL POMME 4P,1.0,"8,00 €",False
1283,2021*01*03,12:27,150372.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
1286,2021*01*03,12:28,150373.0,GAL POMME 6P,1.0,"12,00 €",False
1289,2021*01*03,12:29,150374.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
1292,2021*01*03,12:30,150375.0,GAL POMME 4P,1.0,"8,00 €",False
1293,2021*01*03,12:30,150375.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
1296,2021*01*03,12:30,150376.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1299,2021*01*03,12:31,150377.0,BAGUETTE,2.0,"0,90 €",False
1300,2021*01*03,12:31,150377.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1303,2021*01*03,12:31,150378.0,BAGUETTE GRAINE,1.0,"1,30 €",False
1304,2021*01*03,12:31,150378.0,CEREAL BAGUETTE,1.0,"1,25 €",False
1307,2021*01*03,12:32,150379.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1308,2021*01*03,12:32,150379.0,SPECIAL BREAD,1.0,"2,40 €",False
1311,2021*01*03,12:33,150380.0,GAL POMME 6P,1.0,"12,00 €",False
1312,2021*01*03,12:33,150380.0,COUPE,1.0,"0,15 €",False
1313,2021*01*03,12:33,150380.0,CAMPAGNE,1.0,"1,80 €",False
1316,2021*01*03,12:34,150381.0,CROISSANT,2.0,"1,10 €",False
1317,2021*01*03,12:34,150381.0,BAGUETTE,2.0,"0,90 €",False
1320,2021*01*03,12:34,150382.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1323,2021*01*03,12:35,150383.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
1326,2021*01*03,12:35,150384.0,BOULE 400G,1.0,"1,50 €",False
1327,2021*01*03,12:35,150384.0,COUPE,1.0,"0,15 €",False
1330,2021*01*03,12:36,150385.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1333,2021*01*03,12:37,150386.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1336,2021*01*03,12:37,150387.0,TRADITIONAL BAGUETTE,3.0,"1,20 €",False
1339,2021*01*03,12:38,150388.0,COUPE,1.0,"0,15 €",False
1340,2021*01*03,12:38,150388.0,MOISSON,1.0,"2,00 €",False
1343,2021*01*03,12:38,150389.0,BANETTE,3.0,"1,05 €",False
1346,2021*01*03,12:39,150390.0,MOISSON,1.0,"2,00 €",False
1349,2021*01*03,12:40,150391.0,PAIN BANETTE,1.0,"1,40 €",False
1352,2021*01*03,12:41,150392.0,DEMI BAGUETTE,1.0,"0,45 €",False
1353,2021*01*03,12:41,150392.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1356,2021*01*03,12:42,150393.0,COUPE,1.0,"0,15 €",False
1357,2021*01*03,12:42,150393.0,COMPLET,1.0,"1,50 €",False
1360,2021*01*03,12:43,150394.0,TRADITIONAL BAGUETTE,4.0,"1,20 €",False
1361,2021*01*03,12:43,150394.0,SPECIAL BREAD,1.0,"2,40 €",False
1362,2021*01*03,12:43,150394.0,COUPE,1.0,"0,15 €",False
1365,2021*01*03,12:43,150395.0,BANETTE,1.0,"1,05 €",False
1368,2021*01*03,12:43,150396.0,SPECIAL BREAD,1.0,"2,40 €",False
1371,2021*01*03,12:44,150397.0,TRADITIONAL BAGUETTE,2.0,"1,20 €",False
1374,2021*01*03,12:46,150398.0,GAL POMME 6P,1.0,"12,00 € $",False
1375,2021*01*03,12:46,150398.0,COUPE,1.0,"0,15 €",False
1376,2021*01*03,12:46,150398.0,BOULE 400G,1.0,"1,50 €",False
1377,2021*01*03,12:46,150398.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1380,2021*01*03,12:47,150399.0,BANETTE,2.0,"1,05 €",False
1383,2021*01*03,12:48,150400.0,PAIN,1.0,"1,15 €",False
1384,2021*01*03,12:48,150400.0,GAL POMME 6P,1.0,"12,00 €",False
1387,2021*01*03,12:50,150401.0,PAIN AUX RAISINS,2.0,"1,40 €",False
1390,2021*01*03,12:50,150402.0,GAL POMME 4P,1.0,"8,00 €",False
1393,2021*01*03,12:51,150403.0,TRADITIONAL BAGUETTE,1.0,"1,20 €",False
1396,2021*01*03,12:52,150404.0,GAL POMME 6P,1.0,"12,00 €",False
1399,2021*01*03,12:53,150405.0,COUPE,1.0,"0,15 €",False
